Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Location,Phone Number,Email ID,Website,Rating,Reviews,Image URL,Product URL,Product Description
Industrial Machinery,Cnc Machine,cnc machine,3 Axis Cnc Machine,Uni-Tech Machines,####,/Piece,Rajkot,7942818983,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/498199721/PM/RX/WM/718658/cnc-machine-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-machine-2856268999748.html,GST Email Mobile Member: 19 yrs
Industrial Machinery,Cnc Machine,cnc machine,OC 300 CNC lathe Machine,Om CNC Automation,####,/Piece,Rajkot,8047643259,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/7/WV/JM/XP/10934161/oc-300-cnc-flat-bed-turning-machine-250x250.jpg,https://www.indiamart.com/proddetail/oc-300-cnc-lathe-machine-25963853448.html,OC 300 CNC lathe Machine
Industrial Machinery,Cnc Machine,cnc machine,SL-36 CNC Lathe Machine,VD Machine Tools,####,/Piece,Rajkot,8043827861,Temporarily closed,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/12/369199541/WN/JP/JR/3741407/sl-36-cnc-lathe-machine-250x250.png,https://www.indiamart.com/proddetail/sl-36-cnc-lathe-machine-2853077603788.html,SL-36 CNC Lathe Machine
Industrial Machinery,Cnc Machine,cnc machine,"CNC turning Machine Flat bed Machine STD Series, Maximum Turning Length: 300 mm",Neotech CNC Private Limited,Ask Price,N/A,Gondal,7567517174,sales@neotechgroup.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/6/517988577/AD/AO/MN/52865188/cnc-turning-machine-flat-bed-machine-std-series-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-turning-machine-flat-bed-machine-std-series-2856716637191.html,"CNC turning Machine Flat bed Machine STD Series, Maximum Turning Length: 300 mm"
Industrial Machinery,Cnc Machine,cnc machine,"CNC Turning Machine Nx Super- 40, 200 mm",Macpower CNC Machines Limited,Ask Price,N/A,Rajkot,9610981098,sales@macpowercnc.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/6/426733043/NA/RC/DM/5365627/nx-40-super-250x250.png,https://www.indiamart.com/proddetail/cnc-turning-machine-nx-super-40-2854259175348.html,"CNC Turning Machine Nx Super- 40, 200 mm"
Industrial Machinery,Cnc Machine,cnc machine,CNC Lathe Machine Horizontal Bed of Any Length,Krishna Machine Manufacturers,####,/Piece,Rajkot,7942870856,NA,NA,N/A,N/A,https://3.imimg.com/data3/NM/CQ/MY-260844/cnc-retrofitted-lathe-machine-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-horizontal-bed-of-any-length-4862195788.html,CNC Lathe Machine Horizontal Bed of Any Length
Industrial Machinery,Cnc Machine,cnc machine,TBX-250L Slant Bed CNC Turning Machine,Tirupati CNC Products,Ask Price,N/A,Rajkot,9925151087,sales@tirupaticnc.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/8/532645206/GE/VE/VX/2041072/slant-bed-cnc-turning-machine-250x250.jpg,https://www.indiamart.com/proddetail/tbx-250l-slant-bed-cnc-turning-machine-2857129253255.html,TBX-250L Slant Bed CNC Turning Machine
Industrial Machinery,Cnc Machine,cnc machine,"Acrylic 50 - 60 Hz cnc router machine, 220, Max Job Size: 1300 X 2400",Intimate Machine Tools,####,/Piece,Rajkot,8045804964,intimatemt@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/TY/WD/OE/SELLER-5240935/cnc-router-machine-250x250.jpg,https://www.indiamart.com/proddetail/cnc-router-machine-22349818130.html,"Acrylic 50 - 60 Hz cnc router machine, 220, Max Job Size: 1300 X 2400"
Industrial Machinery,Cnc Machine,cnc machine,"Automatic Cnc Machine, 10kw",Shree Momai Industries,####,/Piece,Rajkot,7947124048,NA,NA,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/10/549722583/PE/LL/YE/4357901/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/automatic-cnc-machine-2857620098162.html,"Automatic Cnc Machine, 10kw"
Industrial Machinery,Cnc Machine,cnc machine,CNC Turning Machine,SV CNC Technology,####,/Piece,Rajkot,9033657851,sales.svcnctech@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/7/436642231/TX/SQ/FJ/142663168/cnc-turning-machine-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-turning-machine-2854499205512.html,GST Email Mobile Member: 4 yrs
Industrial Machinery,Cnc Machine,cnc machine,"Semi Automatic Cnc Lathe Machine, Maximum Turning Length: 700 mm, Maximum Turning Diameter: 500 mm",Techno-Mech Machine Tools,####,/Piece,Rajkot,7942788373,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/474569125/TA/UD/OQ/134020879/all-geared-6feet-medium-no-29-250x250.jpg,https://www.indiamart.com/proddetail/semi-automatic-cnc-lathe-machine-2855460358812.html,"Semi Automatic Cnc Lathe Machine, Maximum Turning Length: 700 mm, Maximum Turning Diameter: 500 mm"
Industrial Machinery,Cnc Machine,cnc machine,Cnc Lathe Machine In Coimbatore,Maruti Machine Tools,Ask Price,N/A,Rajkot,7942654282,info@maruticnclathe.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601863389/NM/RG/GY/1862420/cnc-lathe-machine-in-coimbatore-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-in-coimbatore-2857068903030.html,Cnc Lathe Machine In Coimbatore
Industrial Machinery,Cnc Machine,cnc machine,"4 Axis Automatic Cnc Machine, Lathe, 4x8 ft",Jyoti CNC Automation Ltd.,Ask Price,N/A,Rajkot - Deals in Amreli,2827235100,info@jyoti.co.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/3/593157623/YR/DP/XE/142197037/automatic-cnc-machine-250x250.png,https://www.indiamart.com/proddetail/automatic-cnc-machine-2858969448448.html,"4 Axis Automatic Cnc Machine, Lathe, 4x8 ft"
Industrial Machinery,Cnc Machine,cnc machine,CNC Machines,Ethical Automation And Control System,####,/Piece,Rajkot,91-8047524098,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/2/583098238/HN/ND/PO/45882598/whatsapp-image-2026-02-11-at-10-58-10-am-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-machines-2857784918448.html,Ethical Automation And Control System
Industrial Machinery,Cnc Machine,cnc machine,Cnc Machine,Nexus Machinery Solutions,####,/Piece,Rajkot,7949340771,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/5/512858971/LE/IC/DT/225718377/5-axis-vertical-machining-center-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-machine-2856560855333.html,Nexus Machinery Solutions
Industrial Machinery,Cnc Machine,cnc machine,"3 Axis CNC Machine, Router",D K Machine Tools,####,/Piece,Rajkot,080 4763 2012,Temporarily closed,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601317691/MP/DS/MP/116773927/whatsapp-image-2026-04-17-at-12-08-25-250x250.jpeg,https://www.indiamart.com/proddetail/3-axis-cnc-machine-2859129490288.html,"3 Axis CNC Machine, Router"
Industrial Machinery,Cnc Machine,cnc machine,"4 Axis Cnc Lathe Machine, 2x3 ft",Balaji Machinery And Tools,Ask Price,N/A,Rajkot,9825586700,info@balajimachinetools.in,NA,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/9/542210996/KR/PD/RZ/244275835/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-2857473372691.html,"4 Axis Cnc Lathe Machine, 2x3 ft"
Industrial Machinery,Cnc Machine,cnc machine,Cnc Machine,J.P. Industries,####,/Piece,Rajkot,7942826209,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/469308629/SC/JV/YV/2694442/1-250x250.jpg,https://www.indiamart.com/proddetail/cnc-machine-2855370691230.html,GST Email Mobile Member: 15 yrs
Industrial Machinery,Cnc Machine,cnc machine,Semi Automatic SPM CNC Machine,Sanjay Industries,####,/Piece,Rajkot,9722443585,info@sanjayindustries.co.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/3/404930692/GI/XW/CB/101193319/img20210619165714-250x250.jpg,https://www.indiamart.com/proddetail/semi-automatic-spm-cnc-machine-2853728344397.html,Semi Automatic SPM CNC Machine
Industrial Machinery,Cnc Machine,cnc machine,Cnc Lathe Machine,Yogi Machine Tools,####,/Piece,Rajkot - Deals in Amreli,8866770021,sales@yogimachinetools.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/2/583739925/TX/FK/VS/2957368/cnc-retro-fitting-2-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-lathe-machine-2858813223091.html,Rajkot - Deals in Amreli
Industrial Machinery,Cnc Machine,cnc machine,3 Axis Cnc Machine,Uni-Tech Machines,####,/Piece,Rajkot,7942818983,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/498199721/PM/RX/WM/718658/cnc-machine-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-machine-2856268999748.html,GST Email Mobile Member: 19 yrs
Industrial Machinery,Cnc Machine,cnc machine,OC 300 CNC lathe Machine,Om CNC Automation,####,/Piece,Rajkot,8047643259,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/7/WV/JM/XP/10934161/oc-300-cnc-flat-bed-turning-machine-250x250.jpg,https://www.indiamart.com/proddetail/oc-300-cnc-lathe-machine-25963853448.html,OC 300 CNC lathe Machine
Industrial Machinery,Cnc Machine,cnc machine,SL-36 CNC Lathe Machine,VD Machine Tools,####,/Piece,Rajkot,8043827861,Temporarily closed,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/12/369199541/WN/JP/JR/3741407/sl-36-cnc-lathe-machine-250x250.png,https://www.indiamart.com/proddetail/sl-36-cnc-lathe-machine-2853077603788.html,SL-36 CNC Lathe Machine
Industrial Machinery,Cnc Machine,cnc machine,"CNC turning Machine Flat bed Machine STD Series, Maximum Turning Length: 300 mm",Neotech CNC Private Limited,Ask Price,N/A,Gondal,7567517174,sales@neotechgroup.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/6/517988577/AD/AO/MN/52865188/cnc-turning-machine-flat-bed-machine-std-series-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-turning-machine-flat-bed-machine-std-series-2856716637191.html,"CNC turning Machine Flat bed Machine STD Series, Maximum Turning Length: 300 mm"
Industrial Machinery,Cnc Machine,cnc machine,"CNC Turning Machine Nx Super- 40, 200 mm",Macpower CNC Machines Limited,Ask Price,N/A,Rajkot,9610981098,sales@macpowercnc.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/6/426733043/NA/RC/DM/5365627/nx-40-super-250x250.png,https://www.indiamart.com/proddetail/cnc-turning-machine-nx-super-40-2854259175348.html,"CNC Turning Machine Nx Super- 40, 200 mm"
Industrial Machinery,Cnc Machine,cnc machine,CNC Lathe Machine Horizontal Bed of Any Length,Krishna Machine Manufacturers,####,/Piece,Rajkot,7942870856,NA,NA,N/A,N/A,https://3.imimg.com/data3/NM/CQ/MY-260844/cnc-retrofitted-lathe-machine-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-horizontal-bed-of-any-length-4862195788.html,CNC Lathe Machine Horizontal Bed of Any Length
Industrial Machinery,Cnc Machine,cnc machine,TBX-250L Slant Bed CNC Turning Machine,Tirupati CNC Products,Ask Price,N/A,Rajkot,9925151087,sales@tirupaticnc.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/8/532645206/GE/VE/VX/2041072/slant-bed-cnc-turning-machine-250x250.jpg,https://www.indiamart.com/proddetail/tbx-250l-slant-bed-cnc-turning-machine-2857129253255.html,TBX-250L Slant Bed CNC Turning Machine
Industrial Machinery,Cnc Machine,cnc machine,"Acrylic 50 - 60 Hz cnc router machine, 220, Max Job Size: 1300 X 2400",Intimate Machine Tools,####,/Piece,Rajkot,8045804964,intimatemt@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/TY/WD/OE/SELLER-5240935/cnc-router-machine-250x250.jpg,https://www.indiamart.com/proddetail/cnc-router-machine-22349818130.html,"Acrylic 50 - 60 Hz cnc router machine, 220, Max Job Size: 1300 X 2400"
Industrial Machinery,Cnc Machine,cnc machine,"Automatic Cnc Machine, 10kw",Shree Momai Industries,####,/Piece,Rajkot,7947124048,NA,NA,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/10/549722583/PE/LL/YE/4357901/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/automatic-cnc-machine-2857620098162.html,"Automatic Cnc Machine, 10kw"
Industrial Machinery,Cnc Machine,cnc machine,CNC Turning Machine,SV CNC Technology,####,/Piece,Rajkot,9033657851,sales.svcnctech@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/7/436642231/TX/SQ/FJ/142663168/cnc-turning-machine-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-turning-machine-2854499205512.html,GST Email Mobile Member: 4 yrs
Industrial Machinery,Cnc Machine,cnc machine,"Semi Automatic Cnc Lathe Machine, Maximum Turning Length: 700 mm, Maximum Turning Diameter: 500 mm",Techno-Mech Machine Tools,####,/Piece,Rajkot,7942788373,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/474569125/TA/UD/OQ/134020879/all-geared-6feet-medium-no-29-250x250.jpg,https://www.indiamart.com/proddetail/semi-automatic-cnc-lathe-machine-2855460358812.html,"Semi Automatic Cnc Lathe Machine, Maximum Turning Length: 700 mm, Maximum Turning Diameter: 500 mm"
Industrial Machinery,Cnc Machine,cnc machine,Cnc Lathe Machine In Coimbatore,Maruti Machine Tools,Ask Price,N/A,Rajkot,7942654282,info@maruticnclathe.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601863389/NM/RG/GY/1862420/cnc-lathe-machine-in-coimbatore-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-in-coimbatore-2857068903030.html,Cnc Lathe Machine In Coimbatore
Industrial Machinery,Cnc Machine,cnc machine,"4 Axis Automatic Cnc Machine, Lathe, 4x8 ft",Jyoti CNC Automation Ltd.,Ask Price,N/A,Rajkot - Deals in Amreli,2827235100,info@jyoti.co.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/3/593157623/YR/DP/XE/142197037/automatic-cnc-machine-250x250.png,https://www.indiamart.com/proddetail/automatic-cnc-machine-2858969448448.html,"4 Axis Automatic Cnc Machine, Lathe, 4x8 ft"
Industrial Machinery,Cnc Machine,cnc machine,CNC Machines,Ethical Automation And Control System,####,/Piece,Rajkot,91-8047524098,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/2/583098238/HN/ND/PO/45882598/whatsapp-image-2026-02-11-at-10-58-10-am-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-machines-2857784918448.html,Ethical Automation And Control System
Industrial Machinery,Cnc Machine,cnc machine,Cnc Machine,Nexus Machinery Solutions,####,/Piece,Rajkot,7949340771,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/5/512858971/LE/IC/DT/225718377/5-axis-vertical-machining-center-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-machine-2856560855333.html,Nexus Machinery Solutions
Industrial Machinery,Cnc Machine,cnc machine,"3 Axis CNC Machine, Router",D K Machine Tools,####,/Piece,Rajkot,080 4763 2012,Temporarily closed,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601317691/MP/DS/MP/116773927/whatsapp-image-2026-04-17-at-12-08-25-250x250.jpeg,https://www.indiamart.com/proddetail/3-axis-cnc-machine-2859129490288.html,"3 Axis CNC Machine, Router"
Industrial Machinery,Cnc Machine,cnc machine,"4 Axis Cnc Lathe Machine, 2x3 ft",Balaji Machinery And Tools,Ask Price,N/A,Rajkot,9825586700,info@balajimachinetools.in,NA,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/9/542210996/KR/PD/RZ/244275835/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-2857473372691.html,"4 Axis Cnc Lathe Machine, 2x3 ft"
Industrial Machinery,Cnc Machine,cnc machine,Cnc Machine,J.P. Industries,####,/Piece,Rajkot,7942826209,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/469308629/SC/JV/YV/2694442/1-250x250.jpg,https://www.indiamart.com/proddetail/cnc-machine-2855370691230.html,GST Email Mobile Member: 15 yrs
Industrial Machinery,Cnc Machine,cnc machine,Semi Automatic SPM CNC Machine,Sanjay Industries,####,/Piece,Rajkot,9722443585,info@sanjayindustries.co.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/3/404930692/GI/XW/CB/101193319/img20210619165714-250x250.jpg,https://www.indiamart.com/proddetail/semi-automatic-spm-cnc-machine-2853728344397.html,Semi Automatic SPM CNC Machine
Industrial Machinery,Cnc Machine,cnc machine,Cnc Lathe Machine,Yogi Machine Tools,####,/Piece,Rajkot - Deals in Amreli,8866770021,sales@yogimachinetools.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/2/583739925/TX/FK/VS/2957368/cnc-retro-fitting-2-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-lathe-machine-2858813223091.html,Rajkot - Deals in Amreli
Industrial Machinery,Cnc Machine,cnc machine,3 Axis Cnc Machine,Uni-Tech Machines,####,/Piece,Rajkot,7942818983,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/498199721/PM/RX/WM/718658/cnc-machine-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-machine-2856268999748.html,GST Email Mobile Member: 19 yrs
Industrial Machinery,Cnc Machine,cnc machine,OC 300 CNC lathe Machine,Om CNC Automation,####,/Piece,Rajkot,8047643259,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/7/WV/JM/XP/10934161/oc-300-cnc-flat-bed-turning-machine-250x250.jpg,https://www.indiamart.com/proddetail/oc-300-cnc-lathe-machine-25963853448.html,OC 300 CNC lathe Machine
Industrial Machinery,Cnc Machine,cnc machine,SL-36 CNC Lathe Machine,VD Machine Tools,####,/Piece,Rajkot,8043827861,Temporarily closed,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/12/369199541/WN/JP/JR/3741407/sl-36-cnc-lathe-machine-250x250.png,https://www.indiamart.com/proddetail/sl-36-cnc-lathe-machine-2853077603788.html,SL-36 CNC Lathe Machine
Industrial Machinery,Cnc Machine,cnc machine,"CNC turning Machine Flat bed Machine STD Series, Maximum Turning Length: 300 mm",Neotech CNC Private Limited,Ask Price,N/A,Gondal,7567517174,sales@neotechgroup.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/6/517988577/AD/AO/MN/52865188/cnc-turning-machine-flat-bed-machine-std-series-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-turning-machine-flat-bed-machine-std-series-2856716637191.html,"CNC turning Machine Flat bed Machine STD Series, Maximum Turning Length: 300 mm"
Industrial Machinery,Cnc Machine,cnc machine,"CNC Turning Machine Nx Super- 40, 200 mm",Macpower CNC Machines Limited,Ask Price,N/A,Rajkot,9610981098,sales@macpowercnc.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/6/426733043/NA/RC/DM/5365627/nx-40-super-250x250.png,https://www.indiamart.com/proddetail/cnc-turning-machine-nx-super-40-2854259175348.html,"CNC Turning Machine Nx Super- 40, 200 mm"
Industrial Machinery,Cnc Machine,cnc machine,CNC Lathe Machine Horizontal Bed of Any Length,Krishna Machine Manufacturers,####,/Piece,Rajkot,7942870856,NA,NA,N/A,N/A,https://3.imimg.com/data3/NM/CQ/MY-260844/cnc-retrofitted-lathe-machine-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-horizontal-bed-of-any-length-4862195788.html,CNC Lathe Machine Horizontal Bed of Any Length
Industrial Machinery,Cnc Machine,cnc machine,TBX-250L Slant Bed CNC Turning Machine,Tirupati CNC Products,Ask Price,N/A,Rajkot,9925151087,sales@tirupaticnc.in,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/8/532645206/GE/VE/VX/2041072/slant-bed-cnc-turning-machine-250x250.jpg,https://www.indiamart.com/proddetail/tbx-250l-slant-bed-cnc-turning-machine-2857129253255.html,TBX-250L Slant Bed CNC Turning Machine
Industrial Machinery,Cnc Machine,cnc machine,"Acrylic 50 - 60 Hz cnc router machine, 220, Max Job Size: 1300 X 2400",Intimate Machine Tools,####,/Piece,Rajkot,8045804964,intimatemt@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/TY/WD/OE/SELLER-5240935/cnc-router-machine-250x250.jpg,https://www.indiamart.com/proddetail/cnc-router-machine-22349818130.html,"Acrylic 50 - 60 Hz cnc router machine, 220, Max Job Size: 1300 X 2400"
Industrial Machinery,Cnc Machine,cnc machine,"Automatic Cnc Machine, 10kw",Shree Momai Industries,####,/Piece,Rajkot,7947124048,NA,NA,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/10/549722583/PE/LL/YE/4357901/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/automatic-cnc-machine-2857620098162.html,"Automatic Cnc Machine, 10kw"
Industrial Machinery,Cnc Machine,cnc machine,CNC Turning Machine,SV CNC Technology,####,/Piece,Rajkot,9033657851,sales.svcnctech@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/7/436642231/TX/SQ/FJ/142663168/cnc-turning-machine-250x250.jpeg,https://www.indiamart.com/proddetail/cnc-turning-machine-2854499205512.html,GST Email Mobile Member: 4 yrs
Industrial Machinery,Cnc Machine,cnc machine,"Semi Automatic Cnc Lathe Machine, Maximum Turning Length: 700 mm, Maximum Turning Diameter: 500 mm",Techno-Mech Machine Tools,####,/Piece,Rajkot,7942788373,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/12/474569125/TA/UD/OQ/134020879/all-geared-6feet-medium-no-29-250x250.jpg,https://www.indiamart.com/proddetail/semi-automatic-cnc-lathe-machine-2855460358812.html,"Semi Automatic Cnc Lathe Machine, Maximum Turning Length: 700 mm, Maximum Turning Diameter: 500 mm"
Industrial Machinery,Cnc Machine,cnc machine,Cnc Lathe Machine In Coimbatore,Maruti Machine Tools,Ask Price,N/A,Rajkot,7942654282,info@maruticnclathe.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601863389/NM/RG/GY/1862420/cnc-lathe-machine-in-coimbatore-250x250.jpg,https://www.indiamart.com/proddetail/cnc-lathe-machine-in-coimbatore-2857068903030.html,Cnc Lathe Machine In Coimbatore
Industrial Machinery,Drilling Machine,drilling machine,Portable Drill Machine,Rajlaxmi Machine Tools,####,/Piece,Rajkot - Deals in Amreli,7949303663,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2023/12/370725984/ED/RJ/NG/2385363/portable-drill-machine-250x250.jpg,https://www.indiamart.com/proddetail/portable-drill-machine-2852956263833.html,Portable Drill Machine
Industrial Machinery,Drilling Machine,drilling machine,Aimex 10mm Electric Drill Machine,D-Well Tools Corporation,####,/Piece,Rajkot - Deals in Amreli,7942542480,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2022/1/DA/IE/MQ/106623609/new-product-250x250.jpeg,https://www.indiamart.com/proddetail/electric-drill-machine-24486038533.html,Aimex 10mm Electric Drill Machine
Industrial Machinery,Drilling Machine,drilling machine,Corded High Performance Electric Drill Machine 280W 1 Pc 15715,Dabster International Private Limited,####,/Piece,Rajkot,7949303883,NA,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/602574095/DC/UB/HB/97517045/high-performance-electric-drill-machine-280w-1-pc-15715-250x250.jpg,https://www.indiamart.com/proddetail/high-performance-electric-drill-machine-280w-1-pc-15715-2859151365462.html,Corded High Performance Electric Drill Machine 280W 1 Pc 15715
Industrial Machinery,Drilling Machine,drilling machine,"MAF PRO 13mm Drilling Machine 650w,1800r/min",Reasonable Tools Corporation,####,"MAF PRO 13mm Drilling Machine 650w,1800r/min",Rajkot,8043826897,reasonabletools@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2022/10/XI/DE/MT/12819506/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/13mm-drilling-machine-650w-1800r-min-27108104130.html,"MAF PRO 13mm Drilling Machine 650w,1800r/min"
Industrial Machinery,Drilling Machine,drilling machine,Drilling Machine,Modern Machine Tools,####,/Piece,Rajkot,8047633889,NA,https://www.indiamart.com/modernmachinetoolsco/profile.html?srsltid=AfmBOooAQ2rnAxykPew2uiFpeskGwlXjKTUahW-gbj_WckQVmuWJbjNY,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/3/495134109/VU/MV/ZJ/4068761/drilling-machine-250x250.jpg,https://www.indiamart.com/proddetail/drilling-machine-2855844348712.html,GST Email Mobile Member: 14 yrs
Industrial Machinery,Drilling Machine,drilling machine,Yuri Electric Drill Machine,A.M.Brothers,####,/Piece,Rajkot - Deals in Amreli,8047622166,NA,NA,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2020/10/QE/NZ/EA/7374463/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/electric-drill-machine-22768758488.html,Yuri Electric Drill Machine
Industrial Machinery,Drilling Machine,drilling machine,Piller Electric Drill Machine,Dynamic Machine Tools,####,/Piece,Rajkot,098242 29421,dynamicmachinetools@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/IOS/Default/2025/5/512834696/AZ/RK/AY/154274887/product-jpeg-250x250.png,https://www.indiamart.com/proddetail/piller-electric-drill-machine-2856560562888.html,Piller Electric Drill Machine
Industrial Machinery,Drilling Machine,drilling machine,16mm Drill Machine,Devine Engineering Corporation,####,/Piece,Rajkot,9328170800,info@divineengineers.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/1/485324270/GU/TT/FK/6749160/16mm-drill-machine-250x250.jpg,https://www.indiamart.com/proddetail/16mm-drill-machine-2855716026091.html,Devine Engineering Corporation
Industrial Machinery,Drilling Machine,drilling machine,Hectic Electric Drill Machine 400W HT-10mm,National Techtools,####,/Piece,Junagadh,9484433211,nationaltecthools@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/5/510196135/LN/NA/QC/213837458/big-pressure-washers-2025-05-09t105907-704-250x250.jpg,https://www.indiamart.com/proddetail/hectic-electric-drill-machine-400w-ht-10mm-2856506844830.html,Hectic Electric Drill Machine 400W HT-10mm
Industrial Machinery,Drilling Machine,drilling machine,Auto Power AP 10 A Electric Drill Machine,Shree Umiya Tools,####,/Piece,Rajkot,8980330303,umiya.fast@yahoo.com,NA,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/466436698/UO/MO/JE/27824257/air-cooler-tower-coolers-250x250.jpg,https://www.indiamart.com/proddetail/auto-power-ap-10-a-electric-drill-machine-2855290035733.html,Auto Power AP 10 A Electric Drill Machine
Industrial Machinery,Drilling Machine,drilling machine,"Pillar Drill Machine Light Duty 38mm, 20 mm",Intimate Machine Tools,####,/Unit,Rajkot,8045804964,intimatemt@gmail.com,NA,N/A,N/A,https://5.imimg.com/data5/HN/PO/SZ/SELLER-5240935/pillar-drill-machine-light-duty-38mm-250x250.jpg,https://www.indiamart.com/proddetail/pillar-drill-machine-light-duty-38mm-22436634797.html,"Pillar Drill Machine Light Duty 38mm, 20 mm"
