Category,Subcategory,Search Keyword,Product Name,Company name,Price,MOQ,Contact,Email,Website,Location,Rating,Reviews,Image URL,Product URL,Product Description
Readymade Garments,Mens Shirts,mens shirts,Half Sleeve Stripes Men Cotton Shirt,Anclo Ventures Private Limited,₹ 400,/Piece,8043870526,NA,"Anclo Ventures Private Limited - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601693225/QQ/JC/GL/41616485/image-250x250.jpeg,https://www.indiamart.com/proddetail/half-sleeve-stripes-men-cotton-shirt-2856394472055.html,Half Sleeve Stripes Men Cotton Shirt
Readymade Garments,Mens Shirts,mens shirts,Half Sleeve Stripes Men Cotton Shirt,Anclo Ventures Private Limited,₹ 400,/Piece,8043870526,NA,"Anclo Ventures Private Limited - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601693225/QQ/JC/GL/41616485/image-250x250.jpeg,https://www.indiamart.com/proddetail/half-sleeve-stripes-men-cotton-shirt-2856394472055.html,Half Sleeve Stripes Men Cotton Shirt
Readymade Garments,Mens Shirts,mens shirts,Half Sleeve Stripes Men Cotton Shirt,Anclo Ventures Private Limited,₹ 400,/Piece,8043870526,NA,"Anclo Ventures Private Limited - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601693225/QQ/JC/GL/41616485/image-250x250.jpeg,https://www.indiamart.com/proddetail/half-sleeve-stripes-men-cotton-shirt-2856394472055.html,Half Sleeve Stripes Men Cotton Shirt
Readymade Garments,Mens Shirts,mens shirts,Half Sleeve Stripes Men Cotton Shirt,Anclo Ventures Private Limited,₹ 400,/Piece,8043870526,NA,"Anclo Ventures Private Limited - Manufacturer from Junagadh, India | About Us",Junagadh,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/601693225/QQ/JC/GL/41616485/image-250x250.jpeg,https://www.indiamart.com/proddetail/half-sleeve-stripes-men-cotton-shirt-2856394472055.html,Half Sleeve Stripes Men Cotton Shirt
Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",Anika Texfab,₹ 200,/Meter,9913362304,NA,https://www.anikatexfab.com,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/466278373/IO/RO/HR/41145341/whatsapp-image-2024-11-15-at-1-03-44-pm-14-250x250.jpeg,https://www.indiamart.com/proddetail/mariyo-box-denim-fabrics-2855307227173.html,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5"
Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",Anika Texfab,₹ 200,/Meter,9913362304,NA,https://www.anikatexfab.com,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/466278373/IO/RO/HR/41145341/whatsapp-image-2024-11-15-at-1-03-44-pm-14-250x250.jpeg,https://www.indiamart.com/proddetail/mariyo-box-denim-fabrics-2855307227173.html,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5"
Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",Anika Texfab,₹ 200,/Meter,9913362304,NA,https://www.anikatexfab.com,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/466278373/IO/RO/HR/41145341/whatsapp-image-2024-11-15-at-1-03-44-pm-14-250x250.jpeg,https://www.indiamart.com/proddetail/mariyo-box-denim-fabrics-2855307227173.html,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5"
Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",Anika Texfab,₹ 200,/Meter,9913362304,NA,https://www.anikatexfab.com,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/466278373/IO/RO/HR/41145341/whatsapp-image-2024-11-15-at-1-03-44-pm-14-250x250.jpeg,https://www.indiamart.com/proddetail/mariyo-box-denim-fabrics-2855307227173.html,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5"
Fabric & Textiles,Denim Fabric,denim fabric,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5",Anika Texfab,₹ 200,/Meter,9913362304,NA,https://www.anikatexfab.com,Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/11/466278373/IO/RO/HR/41145341/whatsapp-image-2024-11-15-at-1-03-44-pm-14-250x250.jpeg,https://www.indiamart.com/proddetail/mariyo-box-denim-fabrics-2855307227173.html,"Polyester Blend Mariyo box denim fabrics, Weave: Plain, 24.5"
Fabric & Textiles,Denim Fabric,denim fabric,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Anil Fashion Pvt.Ltd.,₹ 120,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",093771 27273,anilorg@hotmail.com,http://www.anilfashions.com,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/6/VP/DI/RU/17234944/cotton-fabric-500x500-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-23628490091.html,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll"
Fabric & Textiles,Denim Fabric,denim fabric,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Anil Fashion Pvt.Ltd.,₹ 120,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",093771 27273,anilorg@hotmail.com,http://www.anilfashions.com,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/6/VP/DI/RU/17234944/cotton-fabric-500x500-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-23628490091.html,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll"
Fabric & Textiles,Denim Fabric,denim fabric,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Anil Fashion Pvt.Ltd.,₹ 120,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",093771 27273,anilorg@hotmail.com,http://www.anilfashions.com,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/6/VP/DI/RU/17234944/cotton-fabric-500x500-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-23628490091.html,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll"
Fabric & Textiles,Denim Fabric,denim fabric,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Anil Fashion Pvt.Ltd.,₹ 120,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",093771 27273,anilorg@hotmail.com,http://www.anilfashions.com,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/6/VP/DI/RU/17234944/cotton-fabric-500x500-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-23628490091.html,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll"
Fabric & Textiles,Denim Fabric,denim fabric,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",Anil Fashion Pvt.Ltd.,₹ 120,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll",093771 27273,anilorg@hotmail.com,http://www.anilfashions.com,Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2021/6/VP/DI/RU/17234944/cotton-fabric-500x500-250x250.jpg,https://www.indiamart.com/proddetail/denim-fabric-23628490091.html,"63"" Plain Denim Fabric, For Shirts, Packaging Type: Roll"
Fabric & Textiles,Denim Fabric,denim fabric,Denim Lilen polyester lycra fabric,Anirudh Textile,₹ 140,/Meter,8047799294,NA,"Anirudh Textile - Trader - Wholesaler / Distributor from Saroli, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/596722709/OW/PS/UJ/97443744/denim-lilen-polyester-lycra-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-lilen-polyester-lycra-fabric-325028567.html,Denim Lilen polyester lycra fabric
Fabric & Textiles,Denim Fabric,denim fabric,Denim Lilen polyester lycra fabric,Anirudh Textile,₹ 140,/Meter,8047799294,NA,"Anirudh Textile - Trader - Wholesaler / Distributor from Saroli, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/596722709/OW/PS/UJ/97443744/denim-lilen-polyester-lycra-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-lilen-polyester-lycra-fabric-325028567.html,Denim Lilen polyester lycra fabric
Fabric & Textiles,Denim Fabric,denim fabric,Denim Lilen polyester lycra fabric,Anirudh Textile,₹ 140,/Meter,8047799294,NA,"Anirudh Textile - Trader - Wholesaler / Distributor from Saroli, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/596722709/OW/PS/UJ/97443744/denim-lilen-polyester-lycra-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-lilen-polyester-lycra-fabric-325028567.html,Denim Lilen polyester lycra fabric
Fabric & Textiles,Denim Fabric,denim fabric,Denim Lilen polyester lycra fabric,Anirudh Textile,₹ 140,/Meter,8047799294,NA,"Anirudh Textile - Trader - Wholesaler / Distributor from Saroli, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/596722709/OW/PS/UJ/97443744/denim-lilen-polyester-lycra-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-lilen-polyester-lycra-fabric-325028567.html,Denim Lilen polyester lycra fabric
Fabric & Textiles,Denim Fabric,denim fabric,Denim Lilen polyester lycra fabric,Anirudh Textile,₹ 140,/Meter,8047799294,NA,"Anirudh Textile - Trader - Wholesaler / Distributor from Saroli, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2026/4/596722709/OW/PS/UJ/97443744/denim-lilen-polyester-lycra-fabric-250x250.jpeg,https://www.indiamart.com/proddetail/denim-lilen-polyester-lycra-fabric-325028567.html,Denim Lilen polyester lycra fabric
Fabric & Textiles,Rayon Fabric,rayon fabric,97 Inch Plain Rayon Fabric,Ankit Textile,₹ 65,/Meter,7942545723,NA,"Ankit Textile - Trader - Wholesaler / Distributor from Ahmedabad, India | About Us",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/NS/TM/MJ/IOS-93588903/product-jpeg-250x250.png,https://www.indiamart.com/proddetail/97-inch-plain-rayon-fabric-21538823433.html,97 Inch Plain Rayon Fabric
Fabric & Textiles,Rayon Fabric,rayon fabric,97 Inch Plain Rayon Fabric,Ankit Textile,₹ 65,/Meter,7942545723,NA,"Ankit Textile - Trader - Wholesaler / Distributor from Ahmedabad, India | About Us",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/NS/TM/MJ/IOS-93588903/product-jpeg-250x250.png,https://www.indiamart.com/proddetail/97-inch-plain-rayon-fabric-21538823433.html,97 Inch Plain Rayon Fabric
Fabric & Textiles,Rayon Fabric,rayon fabric,97 Inch Plain Rayon Fabric,Ankit Textile,₹ 65,/Meter,7942545723,NA,"Ankit Textile - Trader - Wholesaler / Distributor from Ahmedabad, India | About Us",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/NS/TM/MJ/IOS-93588903/product-jpeg-250x250.png,https://www.indiamart.com/proddetail/97-inch-plain-rayon-fabric-21538823433.html,97 Inch Plain Rayon Fabric
Fabric & Textiles,Rayon Fabric,rayon fabric,97 Inch Plain Rayon Fabric,Ankit Textile,₹ 65,/Meter,7942545723,NA,"Ankit Textile - Trader - Wholesaler / Distributor from Ahmedabad, India | About Us",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/NS/TM/MJ/IOS-93588903/product-jpeg-250x250.png,https://www.indiamart.com/proddetail/97-inch-plain-rayon-fabric-21538823433.html,97 Inch Plain Rayon Fabric
Fabric & Textiles,Rayon Fabric,rayon fabric,97 Inch Plain Rayon Fabric,Ankit Textile,₹ 65,/Meter,7942545723,NA,"Ankit Textile - Trader - Wholesaler / Distributor from Ahmedabad, India | About Us",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/NS/TM/MJ/IOS-93588903/product-jpeg-250x250.png,https://www.indiamart.com/proddetail/97-inch-plain-rayon-fabric-21538823433.html,97 Inch Plain Rayon Fabric
Textile Machinery,Sewing Machine,sewing machine,Zigzag Big Machine,Anmol Dies And Machinery,"₹ 1,800",N/A,094272 21137,NA,http://anmoldiesmachinery.com,Rajkot,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/5/512321049/UL/EQ/NR/3624029/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/zigzag-big-machine-2856547457762.html,Anmol Dies And Machinery
Textile Machinery,Sewing Machine,sewing machine,Zigzag Big Machine,Anmol Dies And Machinery,"₹ 1,800",N/A,094272 21137,NA,http://anmoldiesmachinery.com,Rajkot,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/5/512321049/UL/EQ/NR/3624029/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/zigzag-big-machine-2856547457762.html,Anmol Dies And Machinery
Textile Machinery,Sewing Machine,sewing machine,Zigzag Big Machine,Anmol Dies And Machinery,"₹ 1,800",N/A,094272 21137,NA,http://anmoldiesmachinery.com,Rajkot,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/5/512321049/UL/EQ/NR/3624029/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/zigzag-big-machine-2856547457762.html,Anmol Dies And Machinery
Textile Machinery,Sewing Machine,sewing machine,Zigzag Big Machine,Anmol Dies And Machinery,"₹ 1,800",N/A,094272 21137,NA,http://anmoldiesmachinery.com,Rajkot,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/5/512321049/UL/EQ/NR/3624029/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/zigzag-big-machine-2856547457762.html,Anmol Dies And Machinery
Textile Machinery,Sewing Machine,sewing machine,Zigzag Big Machine,Anmol Dies And Machinery,"₹ 1,800",N/A,094272 21137,NA,http://anmoldiesmachinery.com,Rajkot,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2025/5/512321049/UL/EQ/NR/3624029/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/zigzag-big-machine-2856547457762.html,Anmol Dies And Machinery
Textile Machinery,Knitting Machine,knitting machine,Industrial Terry Jacquard Circular Knitting Machine,AP Impex,Ask Price,N/A,093749 82171,NA,http://www.apimpex.com,Surat,N/A,N/A,https://5.imimg.com/data5/TY/MO/MY-44967055/terry-jacquard-machine-250x250.jpg,https://www.indiamart.com/proddetail/industrial-terry-jacquard-circular-knitting-machine-19992332555.html,Industrial Terry Jacquard Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Industrial Terry Jacquard Circular Knitting Machine,AP Impex,Ask Price,N/A,093749 82171,NA,http://www.apimpex.com,Surat,N/A,N/A,https://5.imimg.com/data5/TY/MO/MY-44967055/terry-jacquard-machine-250x250.jpg,https://www.indiamart.com/proddetail/industrial-terry-jacquard-circular-knitting-machine-19992332555.html,Industrial Terry Jacquard Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Industrial Terry Jacquard Circular Knitting Machine,AP Impex,Ask Price,N/A,093749 82171,NA,http://www.apimpex.com,Surat,N/A,N/A,https://5.imimg.com/data5/TY/MO/MY-44967055/terry-jacquard-machine-250x250.jpg,https://www.indiamart.com/proddetail/industrial-terry-jacquard-circular-knitting-machine-19992332555.html,Industrial Terry Jacquard Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Industrial Terry Jacquard Circular Knitting Machine,AP Impex,Ask Price,N/A,093749 82171,NA,http://www.apimpex.com,Surat,N/A,N/A,https://5.imimg.com/data5/TY/MO/MY-44967055/terry-jacquard-machine-250x250.jpg,https://www.indiamart.com/proddetail/industrial-terry-jacquard-circular-knitting-machine-19992332555.html,Industrial Terry Jacquard Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Industrial Terry Jacquard Circular Knitting Machine,AP Impex,Ask Price,N/A,093749 82171,NA,http://www.apimpex.com,Surat,N/A,N/A,https://5.imimg.com/data5/TY/MO/MY-44967055/terry-jacquard-machine-250x250.jpg,https://www.indiamart.com/proddetail/industrial-terry-jacquard-circular-knitting-machine-19992332555.html,Industrial Terry Jacquard Circular Knitting Machine
Apparel Accessories,Zippers,zippers,Plain 10 inch Nylon Yellow CFC Zipper,Apex Zipper,₹ 260,/Piece,081282 00046,NA,http://www.apexzipper.com,Paddhari,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/2/393452726/NW/QU/QZ/11648571/nylon-yellow-zipper-250x250.jpg,https://www.indiamart.com/proddetail/10-inch-nylon-yellow-cfc-zipper-21558269997.html,Plain 10 inch Nylon Yellow CFC Zipper
Apparel Accessories,Zippers,zippers,Plain 10 inch Nylon Yellow CFC Zipper,Apex Zipper,₹ 260,/Piece,081282 00046,NA,http://www.apexzipper.com,Paddhari,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/2/393452726/NW/QU/QZ/11648571/nylon-yellow-zipper-250x250.jpg,https://www.indiamart.com/proddetail/10-inch-nylon-yellow-cfc-zipper-21558269997.html,Plain 10 inch Nylon Yellow CFC Zipper
Apparel Accessories,Zippers,zippers,Plain 10 inch Nylon Yellow CFC Zipper,Apex Zipper,₹ 260,/Piece,081282 00046,NA,http://www.apexzipper.com,Paddhari,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/2/393452726/NW/QU/QZ/11648571/nylon-yellow-zipper-250x250.jpg,https://www.indiamart.com/proddetail/10-inch-nylon-yellow-cfc-zipper-21558269997.html,Plain 10 inch Nylon Yellow CFC Zipper
Apparel Accessories,Zippers,zippers,Plain 10 inch Nylon Yellow CFC Zipper,Apex Zipper,₹ 260,/Piece,081282 00046,NA,http://www.apexzipper.com,Paddhari,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/2/393452726/NW/QU/QZ/11648571/nylon-yellow-zipper-250x250.jpg,https://www.indiamart.com/proddetail/10-inch-nylon-yellow-cfc-zipper-21558269997.html,Plain 10 inch Nylon Yellow CFC Zipper
Apparel Accessories,Zippers,zippers,Plain 10 inch Nylon Yellow CFC Zipper,Apex Zipper,₹ 260,/Piece,081282 00046,NA,http://www.apexzipper.com,Paddhari,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2024/2/393452726/NW/QU/QZ/11648571/nylon-yellow-zipper-250x250.jpg,https://www.indiamart.com/proddetail/10-inch-nylon-yellow-cfc-zipper-21558269997.html,Plain 10 inch Nylon Yellow CFC Zipper
Readymade Garments,Ladies Sarees,ladies sarees,New Trendy Women's Sarees,Archit Enterprise,₹ 850,/Piece,9.20E+11,info@architenterprise.com,Archit Enterprise surat - Search,Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2026/3/593292901/PQ/JN/GV/23758083/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/new-trendy-women-s-sarees-2858986923030.html,New Trendy Women's Sarees
Readymade Garments,Ladies Sarees,ladies sarees,New Trendy Women's Sarees,Archit Enterprise,₹ 850,/Piece,9.20E+11,info@architenterprise.com,Archit Enterprise surat - Search,Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2026/3/593292901/PQ/JN/GV/23758083/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/new-trendy-women-s-sarees-2858986923030.html,New Trendy Women's Sarees
Readymade Garments,Ladies Sarees,ladies sarees,New Trendy Women's Sarees,Archit Enterprise,₹ 850,/Piece,9.20E+11,info@architenterprise.com,Archit Enterprise surat - Search,Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2026/3/593292901/PQ/JN/GV/23758083/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/new-trendy-women-s-sarees-2858986923030.html,New Trendy Women's Sarees
Readymade Garments,Ladies Sarees,ladies sarees,New Trendy Women's Sarees,Archit Enterprise,₹ 850,/Piece,9.20E+11,info@architenterprise.com,Archit Enterprise surat - Search,Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2026/3/593292901/PQ/JN/GV/23758083/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/new-trendy-women-s-sarees-2858986923030.html,New Trendy Women's Sarees
Readymade Garments,Ladies Sarees,ladies sarees,New Trendy Women's Sarees,Archit Enterprise,₹ 850,/Piece,9.20E+11,info@architenterprise.com,Archit Enterprise surat - Search,Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2026/3/593292901/PQ/JN/GV/23758083/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/new-trendy-women-s-sarees-2858986923030.html,New Trendy Women's Sarees
Fabric & Textiles,Rayon Fabric,rayon fabric,Rayon Fabric Dyed,Arihant Fab Tex,₹ 70,/Meter,8047673060,NA,"Trader - Wholesaler / Distributor of Cotton Fabric by Arihant Fab Tex, Ahmedabad",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/7/529229431/PP/BQ/WA/129700425/jul-17-2025-01-13-23-pm-250x250.png,https://www.indiamart.com/proddetail/rayon-fabric-dyed-2858949427433.html,GST Email Mobile Member: 5 yrs
Fabric & Textiles,Rayon Fabric,rayon fabric,Rayon Fabric Dyed,Arihant Fab Tex,₹ 70,/Meter,8047673060,NA,"Trader - Wholesaler / Distributor of Cotton Fabric by Arihant Fab Tex, Ahmedabad",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/7/529229431/PP/BQ/WA/129700425/jul-17-2025-01-13-23-pm-250x250.png,https://www.indiamart.com/proddetail/rayon-fabric-dyed-2858949427433.html,GST Email Mobile Member: 5 yrs
Fabric & Textiles,Rayon Fabric,rayon fabric,Rayon Fabric Dyed,Arihant Fab Tex,₹ 70,/Meter,8047673060,NA,"Trader - Wholesaler / Distributor of Cotton Fabric by Arihant Fab Tex, Ahmedabad",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/7/529229431/PP/BQ/WA/129700425/jul-17-2025-01-13-23-pm-250x250.png,https://www.indiamart.com/proddetail/rayon-fabric-dyed-2858949427433.html,GST Email Mobile Member: 5 yrs
Fabric & Textiles,Rayon Fabric,rayon fabric,Rayon Fabric Dyed,Arihant Fab Tex,₹ 70,/Meter,8047673060,NA,"Trader - Wholesaler / Distributor of Cotton Fabric by Arihant Fab Tex, Ahmedabad",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/7/529229431/PP/BQ/WA/129700425/jul-17-2025-01-13-23-pm-250x250.png,https://www.indiamart.com/proddetail/rayon-fabric-dyed-2858949427433.html,GST Email Mobile Member: 5 yrs
Fabric & Textiles,Rayon Fabric,rayon fabric,Rayon Fabric Dyed,Arihant Fab Tex,₹ 70,/Meter,8047673060,NA,"Trader - Wholesaler / Distributor of Cotton Fabric by Arihant Fab Tex, Ahmedabad",Ahmedabad,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/7/529229431/PP/BQ/WA/129700425/jul-17-2025-01-13-23-pm-250x250.png,https://www.indiamart.com/proddetail/rayon-fabric-dyed-2858949427433.html,GST Email Mobile Member: 5 yrs
Home Textiles,Bed Sheets,bed sheets,Glace Cotton Designer Bed Sheet,Arihant Woollen Mills,₹ 350,/Piece,076590 00008,NA,Arihant Woollen Mills panipat - Search,Panipat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/10/552474482/AS/DR/RS/109295449/designer-bed-sheet-250x250.jpg,https://www.indiamart.com/proddetail/designer-bed-sheet-2857480626288.html,Glace Cotton Designer Bed Sheet
Home Textiles,Bed Sheets,bed sheets,Glace Cotton Designer Bed Sheet,Arihant Woollen Mills,₹ 350,/Piece,076590 00008,NA,Arihant Woollen Mills panipat - Search,Panipat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/10/552474482/AS/DR/RS/109295449/designer-bed-sheet-250x250.jpg,https://www.indiamart.com/proddetail/designer-bed-sheet-2857480626288.html,Glace Cotton Designer Bed Sheet
Home Textiles,Bed Sheets,bed sheets,Glace Cotton Designer Bed Sheet,Arihant Woollen Mills,₹ 350,/Piece,076590 00008,NA,Arihant Woollen Mills panipat - Search,Panipat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/10/552474482/AS/DR/RS/109295449/designer-bed-sheet-250x250.jpg,https://www.indiamart.com/proddetail/designer-bed-sheet-2857480626288.html,Glace Cotton Designer Bed Sheet
Home Textiles,Bed Sheets,bed sheets,Glace Cotton Designer Bed Sheet,Arihant Woollen Mills,₹ 350,/Piece,076590 00008,NA,Arihant Woollen Mills panipat - Search,Panipat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/10/552474482/AS/DR/RS/109295449/designer-bed-sheet-250x250.jpg,https://www.indiamart.com/proddetail/designer-bed-sheet-2857480626288.html,Glace Cotton Designer Bed Sheet
Home Textiles,Bed Sheets,bed sheets,Glace Cotton Designer Bed Sheet,Arihant Woollen Mills,₹ 350,/Piece,076590 00008,NA,Arihant Woollen Mills panipat - Search,Panipat,N/A,N/A,https://5.imimg.com/data5/SELLER/Default/2025/10/552474482/AS/DR/RS/109295449/designer-bed-sheet-250x250.jpg,https://www.indiamart.com/proddetail/designer-bed-sheet-2857480626288.html,Glace Cotton Designer Bed Sheet
Textile Machinery,Knitting Machine,knitting machine,Computerized Double Jersey Circular Knitting Machine,Armaan Trading Company,"₹ 9,50,000",N/A,8043800783,NA,"Armaan Trading Company - Service Provider from Katargam, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2020/12/IT/VB/SD/41621939/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/double-jersey-circular-knitting-machine-22994608597.html,Computerized Double Jersey Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Computerized Double Jersey Circular Knitting Machine,Armaan Trading Company,"₹ 9,50,000",N/A,8043800783,NA,"Armaan Trading Company - Service Provider from Katargam, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2020/12/IT/VB/SD/41621939/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/double-jersey-circular-knitting-machine-22994608597.html,Computerized Double Jersey Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Computerized Double Jersey Circular Knitting Machine,Armaan Trading Company,"₹ 9,50,000",N/A,8043800783,NA,"Armaan Trading Company - Service Provider from Katargam, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2020/12/IT/VB/SD/41621939/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/double-jersey-circular-knitting-machine-22994608597.html,Computerized Double Jersey Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Computerized Double Jersey Circular Knitting Machine,Armaan Trading Company,"₹ 9,50,000",N/A,8043800783,NA,"Armaan Trading Company - Service Provider from Katargam, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2020/12/IT/VB/SD/41621939/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/double-jersey-circular-knitting-machine-22994608597.html,Computerized Double Jersey Circular Knitting Machine
Textile Machinery,Knitting Machine,knitting machine,Computerized Double Jersey Circular Knitting Machine,Armaan Trading Company,"₹ 9,50,000",N/A,8043800783,NA,"Armaan Trading Company - Service Provider from Katargam, Surat, India | About Us",Surat,N/A,N/A,https://5.imimg.com/data5/ANDROID/Default/2020/12/IT/VB/SD/41621939/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/double-jersey-circular-knitting-machine-22994608597.html,Computerized Double Jersey Circular Knitting Machine
